"id","gender","age","province","income","bank","num_products","client_duration","payment","distrn","option","family","lapse_indicator","single_premium","couple_premium","family_premium"
X06381,Male,41,KZN,2300.0,Capitec,4,1,Debit order,Broker,,,,,,
X18982,Male,33,FS,53600.0,FNB,3,0,Debit order,Internal,,,,,,
X05551,Female,42,EC,20400.0,ABSA,5,0,Debit order,Internal,,,,,,
X05905,Male,43,GP,16900.0,Capitec,2,1,Debit order,Broker,,,,,,
X14052,Male,49,FS,12600.0,Standard,2,2,Debit order,Broker,,,,,,
X02852,Female,39,GP,26800.0,FNB,2,4,Stop order,Digital,,,,,,
X18646,Female,37,NC,2300.0,Capitec,2,1,Debit order,Broker,,,,,,
X03289,Female,39,NC,4000.0,ABSA,7,1,Stop order,Internal,,,,,,
X18948,Male,43,EC,4300.0,Nedbank,7,0,Debit order,Internal,,,,,,
X05280,Female,48,KZN,5100.0,Capitec,2,2,Debit order,Broker,,,,,,
X06696,Male,41,KZN,75800.0,FNB,2,0,Stop order,Broker,,,,,,
X14115,Male,54,LP,10700.0,FNB,1,0,Debit order,Broker,,,,,,
X01528,Female,50,EC,30100.0,FNB,6,2,Stop order,Broker,,,,,,
X08424,Male,45,WC,22900.0,Nedbank,7,4,Debit order,Internal,,,,,,
X07833,Male,47,MP,14400.0,Other,1,2,Debit order,Broker,,,,,,
X15693,Female,40,NC,4200.0,Capitec,1,1,Debit order,Broker,,,,,,
X19899,Female,50,KZN,4200.0,Capitec,2,1,Debit order,Internal,,,,,,
X09529,Male,53,EC,14000.0,Nedbank,3,0,Debit order,Broker,,,,,,
X11141,Female,51,KZN,18500.0,Nedbank,1,3,Debit order,Broker,,,,,,
X16732,Female,53,NW,30500.0,Standard,5,1,Debit order,Broker,,,,,,
X06783,Female,46,KZN,4100.0,ABSA,1,1,Stop order,Internal,,,,,,
X18996,Female,45,WC,9100.0,Capitec,1,1,Debit order,Broker,,,,,,
X19993,Female,32,EC,12700.0,FNB,1,1,Stop order,Broker,,,,,,
X13543,Female,49,MP,37900.0,Nedbank,1,1,Debit order,Broker,,,,,,
X19226,Male,53,GP,9600.0,FNB,2,3,Debit order,Digital,,,,,,
X11166,Male,36,NW,29300.0,FNB,1,0,Debit order,Broker,,,,,,
X02393,Female,37,MP,10800.0,ABSA,4,0,Debit order,Broker,,,,,,
X15234,Female,46,LP,20700.0,FNB,1,0,Debit order,Broker,,,,,,
X03193,Male,40,FS,21800.0,Capitec,8,0,Debit order,Digital,,,,,,
X15504,Female,48,GP,7400.0,FNB,2,0,Debit order,Broker,,,,,,
X14600,Female,35,KZN,3700.0,Nedbank,2,1,Stop order,Internal,,,,,,
X05124,Male,35,WC,12700.0,FNB,6,0,Debit order,Internal,,,,,,
X08143,Female,41,FS,3600.0,Capitec,3,0,Debit order,Broker,,,,,,
X14586,Male,53,EC,3000.0,Nedbank,3,0,Debit order,Broker,,,,,,
X01110,Male,53,WC,40200.0,Standard,2,2,Debit order,Broker,,,,,,
X06806,Female,35,KZN,57100.0,ABSA,3,0,Stop order,Broker,,,,,,
X03225,Male,47,GP,31800.0,FNB,5,0,Debit order,Internal,,,,,,
X03194,Female,38,NC,14600.0,Other,2,1,Debit order,Digital,,,,,,
X00976,Female,40,LP,4900.0,Capitec,1,2,Debit order,Internal,,,,,,
X19124,Male,50,GP,45400.0,Standard,2,1,Debit order,Broker,,,,,,
X01413,Female,44,GP,6800.0,Capitec,6,0,Debit order,Internal,,,,,,
X01733,Male,51,MP,6000.0,Capitec,2,1,Debit order,Broker,,,,,,
X01998,Male,50,KZN,21200.0,FNB,2,0,Stop order,Internal,,,,,,
X03243,Male,46,EC,,FNB,1,0,Debit order,Digital,,,,,,
X13251,Female,52,GP,8000.0,Capitec,4,0,Debit order,Broker,,,,,,
X04753,Female,57,WC,22800.0,ABSA,5,0,Debit order,Internal,,,,,,
X12502,Male,48,GP,,,1,1,,Internal,,,,,,
X13610,Female,54,LP,,,1,1,,Digital,,,,,,
X13284,Male,51,GP,39300.0,FNB,1,0,Debit order,Broker,,,,,,
X05160,Female,42,MP,10700.0,Capitec,7,0,Debit order,Internal,,,,,,
X14077,Female,42,GP,3700.0,ABSA,1,1,Debit order,Internal,,,,,,
X02488,Female,47,WC,3600.0,Capitec,1,1,Debit order,Internal,,,,,,
X03171,Female,42,KZN,8300.0,Capitec,4,2,Debit order,Broker,,,,,,
X17878,Male,44,GP,41600.0,FNB,1,2,Debit order,Digital,,,,,,
X10804,Male,48,GP,2600.0,Capitec,3,0,Debit order,Internal,,,,,,
X00288,Male,43,GP,13700.0,Capitec,1,0,Debit order,Internal,,,,,,
X13500,Female,49,GP,14200.0,Capitec,1,2,Debit order,Broker,,,,,,
X15629,Female,44,WC,13100.0,FNB,1,2,Debit order,Broker,,,,,,
X11365,Male,57,GP,17700.0,Standard,5,2,Debit order,Internal,,,,,,
X11202,Male,38,WC,4600.0,Nedbank,1,0,Stop order,Broker,,,,,,
X00196,Male,37,GP,,Capitec,5,0,Debit order,Digital,,,,,,
X05574,Male,40,MP,10500.0,Nedbank,2,0,Debit order,Broker,,,,,,
X18856,Male,49,WC,7500.0,Capitec,3,0,Debit order,Broker,,,,,,
X17398,Male,52,GP,22900.0,Capitec,4,1,Debit order,Internal,,,,,,
X11664,Female,46,KZN,,ABSA,4,2,Stop order,Broker,,,,,,
X18702,Male,43,WC,7300.0,Capitec,2,0,Debit order,Broker,,,,,,
X02928,Female,38,WC,6500.0,FNB,2,1,Debit order,Internal,,,,,,
X00300,Female,39,EC,10400.0,Capitec,7,3,Debit order,Broker,,,,,,
X10406,Male,44,KZN,4400.0,Capitec,3,1,Debit order,Internal,,,,,,
X04291,Male,41,KZN,9700.0,Capitec,2,3,Debit order,Broker,,,,,,
X16872,Male,37,WC,7400.0,Other,1,1,Debit order,Internal,,,,,,
X00059,Female,57,NW,12700.0,FNB,6,0,Stop order,Broker,,,,,,
X14299,Male,40,EC,30700.0,FNB,1,0,Debit order,Internal,,,,,,
X12355,Male,42,GP,13300.0,Capitec,6,0,Debit order,Broker,,,,,,
X03322,Female,46,GP,6400.0,Capitec,3,0,Debit order,Broker,,,,,,
X07509,Female,26,KZN,2800.0,Capitec,3,0,Debit order,Broker,,,,,,
X13710,Female,40,WC,4700.0,Nedbank,3,4,Debit order,Broker,,,,,,
X09631,Female,40,GP,37600.0,Capitec,1,3,Debit order,Internal,,,,,,
X01905,Male,47,MP,4700.0,Capitec,2,0,Debit order,Internal,,,,,,
X15236,Female,44,EC,43300.0,Capitec,3,0,Debit order,Broker,,,,,,
X05994,Female,48,WC,2700.0,Capitec,2,0,Debit order,Internal,,,,,,
X07001,Male,40,NC,6600.0,Capitec,4,1,Debit order,Internal,,,,,,
X15187,Female,37,MP,7300.0,FNB,2,0,Debit order,Internal,,,,,,
X14210,Male,45,EC,5400.0,Capitec,1,1,Debit order,Broker,,,,,,
X11143,Male,48,LP,7200.0,FNB,2,0,Stop order,Internal,,,,,,
X07523,Female,35,GP,18300.0,Capitec,4,1,Debit order,Digital,,,,,,
X04600,Female,32,MP,4100.0,Nedbank,1,1,Debit order,Internal,,,,,,
X08397,Male,36,GP,3400.0,Capitec,1,0,Debit order,Broker,,,,,,
X14216,Female,31,KZN,4400.0,FNB,1,0,Debit order,Broker,,,,,,
X11220,Male,48,WC,28700.0,Capitec,2,0,Debit order,Internal,,,,,,
X08040,Female,37,GP,4500.0,Capitec,5,0,Debit order,Digital,,,,,,
X12776,Female,39,KZN,,ABSA,2,2,Debit order,Broker,,,,,,
X17864,Male,54,GP,,ABSA,6,3,Debit order,Broker,,,,,,
X17865,Female,31,EC,8500.0,Capitec,5,2,Debit order,Broker,,,,,,
X15811,Female,50,GP,21300.0,ABSA,4,1,Debit order,Internal,,,,,,
X06988,Male,53,EC,16900.0,Capitec,9,0,Debit order,Broker,,,,,,
X00283,Male,49,NW,20400.0,Capitec,1,1,Debit order,Internal,,,,,,
X04797,Male,46,GP,76400.0,FNB,1,2,Debit order,Broker,,,,,,
X04701,Male,43,FS,11700.0,ABSA,5,1,Stop order,Internal,,,,,,
X17951,Female,49,FS,9700.0,ABSA,1,1,Debit order,Internal,,,,,,
X16607,Male,41,WC,3100.0,Capitec,1,0,Debit order,Broker,,,,,,
X15268,Male,49,GP,37200.0,FNB,1,1,Debit order,Broker,,,,,,
X15900,Male,47,FS,39400.0,Capitec,6,3,Debit order,Broker,,,,,,
X07042,Female,36,NW,13900.0,Capitec,2,1,Debit order,Internal,,,,,,
X18244,Female,40,KZN,13800.0,Standard,3,0,Debit order,Internal,,,,,,
X09281,Female,45,KZN,10500.0,Capitec,1,0,Debit order,Digital,,,,,,
X16963,Male,47,WC,10200.0,ABSA,2,2,Debit order,Internal,,,,,,
X06917,Female,43,KZN,3300.0,Capitec,2,0,Debit order,Broker,,,,,,
X17202,Female,46,EC,9700.0,Capitec,3,2,Debit order,Broker,,,,,,
X07688,Male,51,FS,54400.0,Nedbank,7,2,Stop order,Broker,,,,,,
X02711,Female,44,WC,9400.0,Capitec,1,2,Debit order,Broker,,,,,,
X07670,Male,56,GP,27900.0,ABSA,2,1,Debit order,Broker,,,,,,
X01624,Male,51,FS,2100.0,FNB,1,1,Debit order,Internal,,,,,,
X11010,Male,51,NC,9100.0,FNB,1,0,Debit order,Broker,,,,,,
X18442,Female,51,KZN,4500.0,Capitec,3,4,Debit order,Broker,,,,,,
X04741,Male,48,NW,22400.0,Other,2,0,Debit order,Digital,,,,,,
X00176,Male,51,WC,7700.0,Capitec,2,0,Debit order,Broker,,,,,,
X10309,Female,37,WC,12100.0,Capitec,2,1,Debit order,Broker,,,,,,
X00829,Male,42,WC,45000.0,Standard,8,2,Debit order,Broker,,,,,,
X19503,Male,51,EC,7300.0,Capitec,3,0,Debit order,Broker,,,,,,
X05088,Female,38,NW,25700.0,ABSA,2,2,Debit order,Broker,,,,,,
X10361,Male,46,WC,15600.0,FNB,3,0,Stop order,Broker,,,,,,
X02253,Female,50,KZN,37800.0,Standard,3,1,Debit order,Broker,,,,,,
X16041,Female,42,GP,14200.0,Capitec,1,0,Debit order,Broker,,,,,,
X05231,Male,56,GP,9900.0,FNB,3,2,Debit order,Internal,,,,,,
X13169,Female,52,FS,12600.0,Nedbank,2,2,Debit order,Internal,,,,,,
X17794,Male,39,WC,3500.0,FNB,1,0,Stop order,Broker,,,,,,
X07401,Female,39,KZN,2200.0,FNB,3,1,Debit order,Broker,,,,,,
X00856,Female,49,NW,4800.0,Capitec,1,0,Debit order,Broker,,,,,,
X01323,Female,35,KZN,34100.0,Other,4,0,Debit order,Broker,,,,,,
X18024,Female,59,EC,23500.0,FNB,3,3,Debit order,Broker,,,,,,
X02629,Female,41,GP,28100.0,Capitec,1,0,Debit order,Internal,,,,,,
X06818,Female,37,GP,8300.0,Capitec,2,0,Debit order,Internal,,,,,,
X06633,Female,45,NW,7500.0,Capitec,3,0,Debit order,Internal,,,,,,
X17957,Female,53,GP,15700.0,Capitec,2,0,Debit order,Broker,,,,,,
X17336,Male,46,EC,76700.0,ABSA,2,0,Debit order,Broker,,,,,,
X05257,Female,52,MP,15700.0,Capitec,1,1,Debit order,Internal,,,,,,
X19558,Female,62,WC,48600.0,FNB,1,0,Debit order,Internal,,,,,,
X18041,Female,50,KZN,11100.0,Nedbank,5,0,Debit order,Internal,,,,,,
X00334,Female,45,KZN,5700.0,Standard,4,2,Stop order,Broker,,,,,,
X17511,Female,44,WC,12700.0,ABSA,1,1,Debit order,Internal,,,,,,
X07618,Male,45,NC,3400.0,FNB,1,2,Debit order,Internal,,,,,,
X16828,Male,36,NW,8700.0,Capitec,3,1,Debit order,Internal,,,,,,
X19003,Male,48,EC,15900.0,FNB,3,4,Debit order,Broker,,,,,,
X13495,Female,48,GP,4200.0,ABSA,5,1,Debit order,Internal,,,,,,
X07491,Male,30,KZN,3800.0,Standard,2,0,Debit order,Broker,,,,,,
X15902,Male,53,GP,5300.0,ABSA,1,2,Debit order,Internal,,,,,,
X06046,Male,43,NC,52700.0,FNB,2,2,Debit order,Internal,,,,,,
X17476,Female,44,GP,7200.0,Capitec,1,0,Debit order,Broker,,,,,,
X11248,Male,43,WC,5800.0,Capitec,2,0,Debit order,Broker,,,,,,
X14592,Male,43,KZN,27000.0,Capitec,2,0,Debit order,Broker,,,,,,
X00907,Male,57,FS,13800.0,Capitec,1,1,Debit order,Broker,,,,,,
X01300,Female,39,FS,13500.0,Capitec,1,2,Debit order,Broker,,,,,,
X16412,Female,28,EC,8500.0,Capitec,5,1,Debit order,Broker,,,,,,
X14196,Female,35,NW,9000.0,Capitec,2,2,Debit order,Broker,,,,,,
X10707,Female,39,MP,11000.0,Capitec,1,0,Debit order,Broker,,,,,,
X07105,Male,37,KZN,19400.0,Capitec,1,2,Debit order,Broker,,,,,,
X10127,Female,38,MP,7200.0,Nedbank,2,0,Debit order,Broker,,,,,,
X12469,Female,44,FS,6700.0,Capitec,3,0,Debit order,Internal,,,,,,
X01164,Male,48,KZN,2500.0,ABSA,4,1,Stop order,Broker,,,,,,
X13369,Male,50,GP,8400.0,Capitec,2,1,Debit order,Digital,,,,,,
X13171,Male,49,EC,10800.0,Capitec,1,0,Debit order,Broker,,,,,,
X09273,Female,43,GP,2200.0,Capitec,3,0,Debit order,Broker,,,,,,
X13758,Male,56,EC,2800.0,ABSA,1,0,Debit order,Internal,,,,,,
X00931,Female,39,KZN,68100.0,Standard,9,0,Stop order,Broker,,,,,,
X00135,Male,37,FS,72800.0,Standard,9,2,Debit order,Broker,,,,,,
X13003,Female,56,LP,37900.0,Nedbank,2,0,Debit order,Broker,,,,,,
X11756,Female,42,GP,19600.0,Nedbank,1,0,Debit order,Internal,,,,,,
X14174,Male,50,GP,20300.0,Capitec,3,0,Debit order,Broker,,,,,,
X10263,Male,53,LP,12500.0,Capitec,3,4,Debit order,Broker,,,,,,
X07151,Male,43,NW,36100.0,Nedbank,2,2,Stop order,Broker,,,,,,
X17002,Male,50,FS,7300.0,Capitec,1,0,Debit order,Internal,,,,,,
X14149,Female,37,GP,17700.0,Standard,9,0,Stop order,Internal,,,,,,
X18000,Male,36,GP,18800.0,Nedbank,1,0,Debit order,Internal,,,,,,
X14806,Male,50,EC,13300.0,ABSA,8,1,Debit order,Broker,,,,,,
X19510,Male,42,NW,5300.0,Capitec,2,1,Debit order,Internal,,,,,,
X09731,Female,39,EC,2800.0,Standard,4,1,Debit order,Broker,,,,,,
X02655,Female,55,WC,2500.0,FNB,1,2,Debit order,Broker,,,,,,
X13682,Female,42,GP,23000.0,FNB,1,1,Stop order,Broker,,,,,,
X12923,Female,38,GP,,Capitec,3,0,Debit order,Broker,,,,,,
X06813,Male,43,GP,35800.0,Capitec,6,1,Debit order,Broker,,,,,,
X01281,Male,35,WC,4100.0,Capitec,1,2,Debit order,Broker,,,,,,
X19897,Male,34,LP,27500.0,Standard,7,2,Debit order,Broker,,,,,,
X19900,Female,44,GP,4400.0,ABSA,1,1,Debit order,Internal,,,,,,
X16364,Male,34,NC,8900.0,ABSA,1,0,Stop order,Broker,,,,,,
X06272,Male,39,KZN,7900.0,Standard,3,0,Stop order,Digital,,,,,,
X03242,Female,46,EC,2080000.0,FNB,5,0,Debit order,Digital,,,,,,
X18510,Male,43,NC,4400.0,ABSA,8,1,Debit order,Internal,,,,,,
X12002,Male,37,EC,4100.0,Capitec,5,0,Debit order,Broker,,,,,,
X11146,Female,44,GP,23000.0,Capitec,5,1,Debit order,Broker,,,,,,
X19992,Female,55,KZN,25600.0,Capitec,1,1,Debit order,Broker,,,,,,
X13430,Female,44,MP,21600.0,Nedbank,3,0,Debit order,Digital,,,,,,
X10666,Male,50,GP,95000.0,Nedbank,3,0,Debit order,Broker,,,,,,
X18316,Female,51,LP,8900.0,ABSA,1,1,Debit order,Broker,,,,,,
X08584,Female,43,MP,10800.0,Capitec,1,1,Debit order,Digital,,,,,,
X11767,Male,48,MP,5600.0,Capitec,1,1,Debit order,Internal,,,,,,
X00823,Male,53,GP,65700.0,ABSA,3,0,Debit order,Broker,,,,,,
X17720,Male,51,KZN,27300.0,ABSA,2,0,Stop order,Internal,,,,,,
X19007,Female,28,KZN,2600.0,FNB,2,0,Debit order,Internal,,,,,,
X06252,Female,43,EC,18600.0,ABSA,1,2,Debit order,Internal,,,,,,
X05874,Female,45,FS,4900.0,Capitec,4,5,Debit order,Digital,,,,,,
X01099,Female,47,EC,12300.0,FNB,1,0,Stop order,Digital,,,,,,
X03830,Male,34,WC,24400.0,ABSA,6,0,Stop order,Broker,,,,,,
X04393,Male,51,KZN,8400.0,Capitec,3,1,Debit order,Broker,,,,,,
X11212,Male,42,NW,13800.0,FNB,1,0,Debit order,Internal,,,,,,
X06406,Female,27,MP,2700.0,ABSA,1,0,Debit order,Broker,,,,,,
X13804,Female,39,GP,17300.0,Standard,1,0,Debit order,Broker,,,,,,
X13792,Male,39,NW,23200.0,Nedbank,3,0,Debit order,Internal,,,,,,
X07272,Female,43,GP,28300.0,Nedbank,6,4,Debit order,Broker,,,,,,
X03494,Female,43,EC,26900.0,ABSA,5,0,Stop order,Broker,,,,,,
X09014,Male,39,LP,55400.0,ABSA,1,1,Debit order,Digital,,,,,,
X17411,Female,48,GP,14100.0,ABSA,4,0,Debit order,Internal,,,,,,
X17562,Male,51,MP,8000.0,Capitec,2,0,Debit order,Broker,,,,,,
X15963,Female,33,WC,38600.0,FNB,3,0,Stop order,Broker,,,,,,
X13566,Male,56,EC,8900.0,Capitec,1,1,Debit order,Internal,,,,,,
X15156,Female,43,GP,4900.0,Standard,3,1,Debit order,Internal,,,,,,
X18746,Female,43,KZN,8700.0,FNB,2,0,Stop order,Broker,,,,,,
X09216,Male,51,WC,11100.0,FNB,3,1,Debit order,Internal,,,,,,
X14570,Male,30,GP,11400.0,Capitec,1,0,Debit order,Broker,,,,,,
X02887,Male,59,KZN,7800.0,Capitec,2,1,Debit order,Internal,,,,,,
X02460,Female,47,LP,2800.0,ABSA,2,1,Stop order,Internal,,,,,,
X13315,Female,53,KZN,13000.0,Capitec,4,2,Debit order,Internal,,,,,,
X00278,Male,40,GP,3400.0,ABSA,3,1,Stop order,Broker,,,,,,
X19024,Female,43,EC,9700.0,Nedbank,1,1,Debit order,Broker,,,,,,
X16609,Male,41,GP,15100.0,Capitec,1,0,Debit order,Broker,,,,,,
X12966,Male,33,LP,12900.0,Capitec,8,2,Debit order,Internal,,,,,,
X14163,Female,48,KZN,3500.0,Capitec,2,0,Debit order,Broker,,,,,,
X07291,Female,38,EC,20300.0,Capitec,6,0,Debit order,Broker,,,,,,
X01130,Female,39,GP,12200.0,Capitec,2,0,Debit order,Digital,,,,,,
X11062,Female,37,NW,10100.0,FNB,1,0,Debit order,Internal,,,,,,
X10811,Male,36,GP,4000.0,Capitec,1,1,Debit order,Broker,,,,,,
X04114,Female,37,EC,10400.0,FNB,8,1,Debit order,Internal,,,,,,
X11019,Female,37,MP,13500.0,Capitec,1,0,Debit order,Broker,,,,,,
X08142,Female,49,GP,5500.0,Capitec,6,0,Debit order,Internal,,,,,,
X14860,Male,51,LP,9200.0,FNB,1,0,Debit order,Internal,,,,,,
X02591,Female,46,KZN,8800.0,Capitec,2,1,Debit order,Internal,,,,,,
X09279,Female,44,GP,9300.0,ABSA,2,3,Stop order,Internal,,,,,,
X04133,Female,41,WC,13100.0,Capitec,1,0,Debit order,Internal,,,,,,
X06218,Male,40,FS,13200.0,FNB,2,0,Debit order,Broker,,,,,,
X18143,Female,39,EC,8700.0,Capitec,3,2,Debit order,Internal,,,,,,
X06598,Female,43,WC,11000.0,Capitec,4,0,Debit order,Broker,,,,,,
X08965,Male,47,KZN,6100.0,Capitec,1,2,Debit order,Broker,,,,,,
X14929,Female,43,FS,23600.0,FNB,1,0,Debit order,Broker,,,,,,
X05401,Female,39,LP,8100.0,Nedbank,2,0,Stop order,Internal,,,,,,
X04458,Female,31,GP,4100.0,FNB,4,0,Debit order,Internal,,,,,,
X01023,Male,42,GP,7200.0,Capitec,2,0,Debit order,Broker,,,,,,
X12995,Male,38,KZN,12900.0,Standard,2,1,Debit order,Internal,,,,,,
X10110,Female,47,WC,14300.0,FNB,8,0,Debit order,Digital,,,,,,
X07467,Male,36,GP,9400.0,Nedbank,4,1,Debit order,Broker,,,,,,
X04951,Male,38,MP,7400.0,Other,3,0,Stop order,Brooker,,,,,,
X10770,Male,42,EC,2800.0,Capitec,5,0,Debit order,Broker,,,,,,
X16875,Female,44,LP,10200.0,Other,1,0,Stop order,Internal,,,,,,
X05711,Male,45,EC,13800.0,Capitec,4,1,Debit order,Internal,,,,,,
X12706,Male,33,GP,43800.0,ABSA,2,1,Stop order,Broker,,,,,,
X01183,Female,43,WC,23000.0,Nedbank,1,2,Debit order,Broker,,,,,,
X09050,Male,45,KZN,11200.0,Capitec,7,1,Debit order,Broker,,,,,,
X09632,Female,57,LP,27400.0,Standard,1,1,Debit order,Broker,,,,,,
X01588,Male,53,EC,12200.0,Capitec,2,1,Debit order,Broker,,,,,,
X09137,Male,33,GP,3700.0,Capitec,2,3,Debit order,Broker,,,,,,
X07535,Male,47,NW,48100.0,FNB,6,1,Debit order,Broker,,,,,,
X15131,Female,43,KZN,38200.0,FNB,4,0,Debit order,Digital,,,,,,
X10340,Female,47,GP,2700.0,FNB,7,1,Debit order,Internal,,,,,,
X00467,Female,33,KZN,,Standard,2,0,Debit order,Internal,,,,,,
X10135,Male,52,NW,33300.0,FNB,2,0,Stop order,Broker,,,,,,
X06243,Male,44,NW,8700.0,Standard,2,0,Debit order,Broker,,,,,,
X04125,Male,43,KZN,2200.0,Capitec,1,1,Debit order,Broker,,,,,,
X16499,Male,47,GP,30100.0,Nedbank,2,1,Debit order,Broker,,,,,,
X12417,Female,46,KZN,5200.0,Capitec,1,2,Debit order,Internal,,,,,,
X04799,Male,41,WC,59200.0,ABSA,1,1,Debit order,Broker,,,,,,
X00215,Female,45,NW,7300.0,ABSA,1,0,Stop order,Internal,,,,,,
X09272,Female,46,WC,18800.0,ABSA,4,0,Debit order,Broker,,,,,,
X03191,Male,32,NW,37500.0,Standard,1,3,Debit order,Broker,,,,,,
X16777,Female,42,GP,51600.0,ABSA,2,1,Debit order,Broker,,,,,,
X14916,Female,47,GP,2300.0,FNB,4,1,Stop order,Internal,,,,,,
X14847,Female,45,MP,,Capitec,2,1,Debit order,Digital,,,,,,
X15004,Male,57,NW,33000.0,Capitec,3,0,Debit order,Internal,,,,,,
X08521,Female,37,KZN,11300.0,Capitec,3,1,Debit order,Internal,,,,,,
X04091,Female,40,GP,9400.0,FNB,2,2,Debit order,Broker,,,,,,
X00253,Male,34,WC,4300.0,Standard,2,0,Debit order,Internal,,,,,,
X01270,Male,55,MP,4600.0,Capitec,2,1,Debit order,Internal,,,,,,
X09043,Male,47,KZN,2200.0,Standard,3,0,Debit order,Broker,,,,,,
X19813,Female,55,WC,5400.0,ABSA,3,3,Debit order,Broker,,,,,,
X14191,Female,41,FS,8100.0,ABSA,4,2,Debit order,Broker,,,,,,
X11816,Female,45,GP,18400.0,Capitec,4,1,Debit order,Broker,,,,,,
X01191,Male,39,KZN,5200.0,FNB,1,0,Debit order,Internal,,,,,,
X16000,Female,44,GP,3200.0,Standard,8,2,Debit order,Broker,,,,,,
X15254,Male,51,NW,43100.0,FNB,3,0,Debit order,Broker,,,,,,
X14874,Male,40,EC,,,7,2,,Broker,,,,,,
X02597,Male,48,GP,16100.0,Standard,1,1,Stop order,Broker,,,,,,
X07057,Female,48,GP,2800.0,ABSA,3,0,Debit order,Broker,,,,,,
X18420,Male,66,WC,2200.0,Capitec,1,0,Debit order,Broker,,,,,,
X08058,Female,40,FS,20200.0,FNB,2,2,Debit order,Internal,,,,,,
X12492,Female,54,KZN,6100.0,Capitec,1,1,Debit order,Broker,,,,,,
X11107,Female,37,GP,17400.0,ABSA,2,2,Debit order,Broker,,,,,,
X08570,Male,43,GP,8800.0,ABSA,1,0,Debit order,Internal,,,,,,
X11891,Male,49,WC,8200.0,Capitec,5,0,Debit order,Broker,,,,,,
X13819,Male,42,WC,39900.0,FNB,9,3,Stop order,Internal,,,,,,
X03006,Female,38,KZN,5200.0,Standard,1,0,Debit order,Internal,,,,,,
X11414,Female,45,WC,3300.0,Standard,1,2,Debit order,Internal,,,,,,
X04989,Male,50,GP,27300.0,FNB,1,0,Debit order,Broker,,,,,,
X18114,Male,46,GP,29500.0,Capitec,1,0,Debit order,Broker,,,,,,
X15085,Male,47,MP,45000.0,ABSA,1,0,Debit order,Broker,,,,,,
X02003,Female,40,FS,4700.0,Standard,10,0,Debit order,Broker,,,,,,
X00056,Male,43,LP,2400.0,Capitec,4,2,Debit order,Internal,,,,,,
X13122,Female,48,WC,71400.0,ABSA,1,0,Stop order,Broker,,,,,,
X04556,Female,43,WC,3300.0,Capitec,4,1,Debit order,Broker,,,,,,
X13673,Male,40,MP,3100.0,Capitec,3,0,Debit order,Broker,,,,,,
X04086,Female,45,WC,31700.0,FNB,1,0,Debit order,Broker,,,,,,
X00955,Male,39,WC,,ABSA,4,5,Debit order,Internal,,,,,,
X09705,Female,38,NC,9100.0,Nedbank,2,1,Stop order,Broker,,,,,,
X18264,Female,36,GP,28700.0,Standard,4,2,Debit order,Broker,,,,,,
X05370,Female,48,EC,27800.0,ABSA,1,0,Debit order,Broker,,,,,,
X09945,Male,57,GP,3800.0,Nedbank,2,2,Debit order,Internal,,,,,,
X09020,Male,39,FS,18500.0,Standard,6,0,Stop order,Broker,,,,,,
X04408,Male,47,WC,4500.0,Other,1,0,Debit order,Broker,,,,,,
X17017,Male,40,MP,4200.0,Capitec,1,1,Debit order,Internal,,,,,,
X16978,Female,55,WC,11000.0,Capitec,1,1,Debit order,Broker,,,,,,
X06904,Female,48,WC,,FNB,1,0,Debit order,Broker,,,,,,
X16036,Female,38,EC,16100.0,FNB,2,1,Debit order,Internal,,,,,,
X08026,Female,48,GP,19800.0,Other,3,0,Debit order,Broker,,,,,,
X15853,Female,39,LP,15500.0,ABSA,4,3,Stop order,Broker,,,,,,
X11048,Male,47,GP,2700.0,Capitec,2,0,Debit order,Internal,,,,,,
X11288,Female,64,GP,10100.0,Standard,6,0,Stop order,Broker,,,,,,
X04916,Female,40,NW,9100.0,Capitec,5,2,Debit order,Broker,,,,,,
X04677,Female,62,WC,21300.0,Standard,1,0,Debit order,Internal,,,,,,
X01332,Female,59,MP,5600.0,Capitec,10,1,Debit order,Internal,,,,,,
X15656,Male,38,EC,3900.0,ABSA,5,1,Stop order,Broker,,,,,,
X13487,Male,51,GP,7000.0,FNB,2,2,Debit order,Broker,,,,,,
X16584,Male,47,KZN,4400.0,Standard,1,1,Debit order,Broker,,,,,,
X16243,Male,46,WC,8600.0,Capitec,4,1,Debit order,Broker,,,,,,
X15501,Female,37,LP,21300.0,Capitec,3,0,Debit order,Internal,,,,,,
X17138,Male,42,KZN,41800.0,ABSA,10,0,Stop order,Internal,,,,,,
X09356,Female,39,GP,15800.0,Capitec,1,5,Debit order,Broker,,,,,,
X01291,Female,44,NW,17300.0,FNB,2,1,Debit order,Digital,,,,,,
X10624,Female,58,GP,9200.0,FNB,7,2,Debit order,Broker,,,,,,
X10198,Female,43,LP,21100.0,FNB,1,2,Stop order,Internal,,,,,,
X07562,Male,35,WC,16100.0,FNB,3,1,Debit order,Internal,,,,,,
X02949,Male,50,GP,22700.0,Capitec,4,1,Debit order,Internal,,,,,,
X11030,Female,45,KZN,17800.0,ABSA,2,1,Stop order,Broker,,,,,,
X14641,Female,37,KZN,15700.0,Nedbank,1,2,Debit order,Broker,,,,,,
X04062,Male,37,KZN,14900.0,Standard,2,0,Debit order,Broker,,,,,,
X03257,Male,36,GP,14900.0,,2,1,,Internal,,,,,,
X12669,Male,41,EC,,ABSA,6,3,Debit order,Broker,,,,,,
