id,gender,age,province,income,bank,num_products,client_duration,payment,distrn
X08139,M,43,KZN,11000.0,ABSA,3,1,Debit order,Broker
X08140,M,47,WC,,ABSA,2,2,Debit order,Broker
X08141,M,40,EC,12300.0,Capitec,2,2,Debit order,Broker
X08142,F,49,GP,5500.0,Capitec,6,0,Debit order,Internal
X08143,F,41,FS,3600.0,Capitec,3,0,Debit order,Broker
X08144,F,39,GP,10200.0,Capitec,1,0,Debit order,Internal
X08145,F,49,KZN,4000.0,Capitec,1,0,Debit order,Internal
X08146,F,44,GP,6300.0,Capitec,1,0,Debit order,Broker
X08147,F,42,EC,27300.0,FNB,3,2,Debit order,Broker
X08148,F,38,KZN,5200.0,Capitec,1,0,Debit order,Internal
X08149,F,39,FS,7500.0,Capitec,2,1,Debit order,Broker
X08150,M,57,WC,58000.0,FNB,1,1,Debit order,Internal
X08151,F,36,MP,4700.0,Capitec,1,0,Debit order,Digital
X08152,F,41,EC,9000.0,Standard,4,1,Debit order,Internal
X08153,F,47,KZN,11500.0,FNB,7,0,Debit order,Internal
X08154,F,50,KZN,2400.0,FNB,1,2,Stop order,Internal
X08155,F,54,EC,5300.0,Nedbank,1,1,Debit order,Internal
X08156,M,47,WC,25600.0,FNB,8,5,Stop order,Broker
X08157,F,45,GP,6300.0,FNB,1,0,Stop order,Broker
X08158,M,36,WC,28000.0,Nedbank,1,0,Debit order,Internal
X08159,F,34,NC,4600.0,Nedbank,3,1,Debit order,Digital
X08160,F,41,WC,21200.0,Capitec,3,5,Debit order,Internal
X08161,M,31,NW,11300.0,Standard,6,0,Debit order,Broker
X08162,F,53,MP,22800.0,Capitec,4,1,Debit order,Broker
X08163,F,24,NW,4500.0,Capitec,1,0,Debit order,Digital
X08164,M,46,WC,83800.0,Standard,2,0,Debit order,Broker
X08165,Female,50,WC,13400.0,Nedbank,3,1,Debit order,Digital
X08166,F,38,GP,23500.0,ABSA,4,1,Debit order,Broker
X08167,F,51,KZN,6900.0,FNB,3,0,Debit order,Internal
X08168,M,43,WC,36700.0,Standard,2,2,Debit order,Broker
X08169,M,53,GP,,FNB,2,1,Stop order,Internal
X08170,M,42,FS,31900.0,ABSA,10,1,Debit order,Broker
X08171,F,50,GP,30100.0,Capitec,10,4,Debit order,Broker
X08172,M,34,NW,,,4,0,,Internal
X08173,M,41,KZN,20100.0,Standard,3,1,Debit order,Internal
X08174,F,51,WC,24700.0,FNB,1,0,Debit order,Internal
X08175,F,46,GP,10700.0,ABSA,3,2,Debit order,Broker
X08176,Male,52,KZN,10100.0,ABSA,3,2,Debit order,Internal
X08177,M,46,KZN,14800.0,Capitec,1,2,Debit order,Internal
X08178,F,38,GP,3800.0,Capitec,2,1,Debit order,Internal
X08179,F,42,GP,8700.0,Standard,3,1,Debit order,Broker
X08180,M,43,GP,11800.0,Capitec,3,2,Debit order,Broker
X08181,M,44,KZN,47900.0,FNB,3,4,Stop order,Broker
X08182,M,45,KZN,21100.0,Nedbank,2,0,Stop order,Broker
X08183,M,30,WC,13400.0,Capitec,2,0,Debit order,Broker
X08184,M,31,GP,6100.0,Standard,1,0,Debit order,Digital
X08185,F,43,FS,4200.0,Capitec,1,1,Debit order,Broker
X08186,M,37,MP,21300.0,FNB,6,4,Debit order,Broker
X08187,Male,60,KZN,27700.0,ABSA,1,0,Debit order,Internal
X08188,M,41,KZN,24900.0,Capitec,1,1,Debit order,Broker
X08189,M,54,EC,13100.0,Capitec,4,2,Debit order,Internal
X08190,M,50,KZN,65400.0,FNB,2,0,Debit order,Internal
X08191,F,49,GP,7800.0,Capitec,6,0,Debit order,Internal
X08192,F,27,GP,10000.0,Capitec,2,2,Debit order,Digital
X08193,M,33,KZN,25500.0,Capitec,7,3,Debit order,Broker
X08194,F,41,MP,4900.0,ABSA,1,1,Debit order,Broker
X08195,M,45,GP,12400.0,Capitec,2,1,Debit order,Internal
X08196,M,55,WC,7400.0,Capitec,1,0,Debit order,Internal
X08197,Female,29,KZN,3500.0,Nedbank,2,0,Debit order,Internal
X08198,F,47,EC,8100.0,Capitec,2,1,Debit order,Internal
X08199,M,37,NC,17400.0,ABSA,4,1,Debit order,Internal
X08200,Female,47,WC,21700.0,Nedbank,1,2,Stop order,Internal
X08201,M,46,GP,19200.0,FNB,3,1,Debit order,Internal
X08202,F,43,MP,9900.0,Capitec,10,2,Debit order,Broker
X08203,F,38,EC,12500.0,Nedbank,2,0,Debit order,Internal
X08204,F,48,NW,24600.0,Capitec,3,0,Debit order,Broker
X08205,M,62,WC,24000.0,Nedbank,1,2,Debit order,Internal
X08206,F,43,GP,11500.0,Nedbank,2,3,Debit order,Internal
X08207,Male,60,FS,6800.0,Nedbank,3,0,Stop order,Internal
X08208,M,61,WC,58500.0,ABSA,1,0,Debit order,Broker
X08209,M,43,GP,5500.0,Capitec,7,4,Debit order,Broker
X08210,F,46,KZN,5600.0,Capitec,1,1,Debit order,Internal
X08211,M,67,MP,32100.0,Other,4,2,Stop order,Broker
X08212,F,42,WC,4100.0,Capitec,3,0,Debit order,Broker
X08213,F,29,KZN,5800.0,Capitec,6,0,Debit order,Broker
X08214,M,43,WC,11300.0,ABSA,2,0,Stop order,Internal
X08215,M,35,MP,8100.0,Nedbank,4,1,Debit order,Internal
X08216,F,54,EC,15300.0,,9,4,,Broker
X08217,M,41,WC,19600.0,Capitec,10,0,Debit order,Internal
X08218,M,55,EC,28100.0,ABSA,1,0,Debit order,Broker
X08219,M,46,GP,72400.0,Nedbank,2,1,Stop order,Broker
X08220,M,43,MP,34000.0,Standard,5,1,Debit order,Broker
X08221,M,38,GP,61800.0,Standard,3,2,Debit order,Broker
X08222,M,41,KZN,5400.0,Other,1,0,Debit order,Internal
X08223,M,55,NW,37300.0,FNB,3,2,Stop order,Broker
X08224,M,51,KZN,9000.0,Capitec,6,1,Debit order,Internal
X08225,M,43,MP,16000.0,Capitec,3,0,Debit order,Digital
X08226,M,52,MP,14200.0,FNB,3,1,Debit order,Broker
X08227,M,45,NC,8500.0,Capitec,9,1,Debit order,Digital
X08228,M,49,MP,5500.0,Standard,2,0,Debit order,Broker
X08229,M,34,LP,4200.0,FNB,2,1,Stop order,Broker
X08230,F,43,GP,2600.0,Capitec,2,3,Debit order,Internal
X08231,M,47,KZN,30700.0,Standard,2,3,Debit order,Broker
X08232,M,42,KZN,4600.0,Capitec,3,1,Debit order,Broker
X08233,M,51,GP,3900.0,FNB,1,1,Debit order,Broker
X08234,M,52,KZN,7000.0,Standard,7,2,Debit order,Broker
X08235,F,41,WC,3500.0,FNB,1,4,Debit order,Broker
X08236,F,48,FS,20400.0,Nedbank,3,0,Debit order,Internal
X08237,F,44,WC,3200.0,Capitec,1,0,Debit order,Internal
X08238,M,42,GP,17600.0,Standard,4,0,Debit order,Broker
X08239,F,34,EC,42300.0,FNB,2,0,Debit order,Broker
X08240,M,54,GP,21000.0,Nedbank,3,0,Stop order,Internal
X08241,F,52,LP,30900.0,Capitec,10,0,Debit order,Broker
X08242,F,46,GP,3200.0,Capitec,1,0,Debit order,Broker
X08243,M,43,EC,,ABSA,1,0,Debit order,Digital
X08244,F,42,GP,13700.0,Capitec,1,0,Debit order,Internal
X08245,M,58,WC,53700.0,FNB,2,0,Debit order,Broker
X08246,F,31,WC,5700.0,Capitec,2,1,Debit order,Broker
X08247,M,48,KZN,55600.0,Nedbank,3,0,Debit order,Broker
X08248,F,41,KZN,18400.0,ABSA,2,1,Debit order,Internal
X08249,M,51,WC,18500.0,Capitec,1,1,Debit order,Internal
X08250,Male,44,LP,23100.0,Capitec,1,0,Debit order,Broker
X08251,F,47,EC,17300.0,Capitec,1,1,Debit order,Broker
X08252,M,49,FS,7100.0,Standard,1,1,Debit order,Broker
X08253,F,37,NW,15300.0,ABSA,2,0,Stop order,Broker
X08254,M,51,FS,9700.0,ABSA,1,0,Debit order,Internal
X08255,F,45,GP,8900.0,FNB,1,0,Debit order,Broker
X08256,F,38,MP,16300.0,Capitec,4,1,Debit order,Broker
X08257,F,59,KZN,21300.0,FNB,6,0,Debit order,Broker
X08258,F,39,KZN,14800.0,Capitec,1,2,Debit order,Broker
X08259,M,53,GP,6500.0,Standard,3,1,Stop order,Digital
X08260,F,48,WC,31700.0,Standard,7,1,Debit order,Broker
X08261,F,35,MP,34400.0,Capitec,4,1,Debit order,Internal
X08262,F,43,KZN,4000.0,Capitec,1,0,Debit order,Internal
X08263,M,38,MP,13700.0,Standard,4,0,Debit order,Broker
X08264,Male,38,LP,29800.0,Standard,4,0,Stop order,Digital
X08265,F,32,WC,3000.0,Capitec,3,3,Debit order,Broker
X08266,M,61,GP,19300.0,Standard,2,1,Stop order,Internal
X08267,F,49,GP,12300.0,Capitec,6,4,Debit order,Broker
X08268,M,42,GP,34800.0,Standard,2,2,Debit order,Broker
X08269,M,45,EC,,Standard,1,1,Debit order,Internal
X08270,F,50,GP,4600.0,Standard,4,0,Stop order,Broker
X08271,Female,42,KZN,15500.0,ABSA,9,1,Debit order,Internal
X08272,F,52,KZN,14600.0,FNB,1,0,Debit order,Broker
X08273,M,52,FS,10200.0,FNB,1,0,Stop order,Internal
X08274,M,41,EC,,ABSA,3,1,Debit order,Internal
X08275,M,42,GP,10400.0,Standard,2,0,Debit order,Broker
X08276,F,40,EC,6600.0,FNB,1,5,Debit order,Digital
X08277,M,42,WC,36000.0,ABSA,1,3,Debit order,Internal
X08278,Female,49,GP,22800.0,FNB,3,1,Debit order,Broker
X08279,M,51,MP,3300.0,ABSA,1,1,Stop order,Internal
X08280,Male,43,GP,11700.0,FNB,4,0,Debit order,Digital
X08281,F,36,GP,,,1,4,,Internal
X08282,M,41,LP,46300.0,FNB,1,0,Stop order,Broker
X08283,Male,46,WC,,,1,3,,Internal
X08284,M,50,GP,6700.0,Capitec,6,1,Debit order,Broker
X08285,M,43,WC,18100.0,FNB,1,0,Debit order,Broker
X08286,F,41,WC,16400.0,ABSA,1,2,Stop order,Broker
X08287,F,44,GP,3500.0,FNB,1,2,Debit order,Internal
X08288,Male,43,FS,4400.0,ABSA,1,0,Stop order,Broker
X08289,M,46,WC,2500.0,FNB,2,0,Debit order,Broker
X08290,F,45,FS,13400.0,Capitec,4,1,Debit order,Broker
X08291,F,40,MP,3400.0,ABSA,2,1,Debit order,Broker
X08292,M,41,GP,17100.0,FNB,10,1,Stop order,Broker
X08293,M,53,MP,12900.0,Capitec,5,1,Debit order,Internal
X08294,F,46,FS,10300.0,FNB,1,2,Debit order,Broker
X08295,M,48,WC,6900.0,Nedbank,1,0,Debit order,Internal
X08296,F,45,LP,36800.0,FNB,1,1,Debit order,Internal
X08297,M,32,GP,18000.0,Capitec,7,1,Debit order,Broker
X08298,M,51,EC,23600.0,Standard,3,2,Debit order,Broker
X08299,F,41,GP,12000.0,Standard,3,1,Debit order,Broker
X08300,M,57,MP,29700.0,Capitec,3,2,Debit order,Broker
X08301,F,42,MP,3700.0,Capitec,1,1,Debit order,Broker
X08302,Male,40,KZN,8900.0,Nedbank,3,2,Stop order,Internal
X08303,F,21,FS,5100.0,Capitec,1,0,Debit order,Internal
X08304,Female,46,KZN,11600.0,FNB,4,0,Stop order,Internal
X08305,Male,45,WC,7600.0,Nedbank,4,1,Stop order,Internal
X08306,F,62,EC,23800.0,ABSA,2,3,Debit order,Internal
X08307,M,50,GP,37600.0,Capitec,1,0,Debit order,Broker
X08308,F,44,WC,5700.0,ABSA,2,0,Debit order,Broker
X08309,F,43,WC,4800.0,Nedbank,4,0,Debit order,Internal
X08310,F,43,WC,16800.0,Capitec,5,1,Debit order,Internal
X08311,F,41,EC,16300.0,Capitec,3,1,Debit order,Internal
X08312,M,41,KZN,24900.0,FNB,5,0,Debit order,Internal
X08313,Male,60,NW,8300.0,FNB,2,0,Debit order,Broker
X08314,F,44,KZN,7800.0,Capitec,3,0,Debit order,Internal
X08315,F,54,EC,5200.0,ABSA,1,0,Debit order,Internal
X08316,M,39,WC,12400.0,Capitec,4,1,Debit order,Internal
X08317,M,43,WC,,FNB,4,1,Stop order,Broker
X08318,M,48,WC,13000.0,Capitec,10,1,Debit order,Internal
X08319,M,37,WC,2000.0,Capitec,2,0,Debit order,Broker
X08320,Female,47,FS,18300.0,Standard,1,1,Stop order,Broker
X08321,F,43,GP,2900.0,Capitec,1,0,Debit order,Digital
X08322,F,54,WC,8800.0,ABSA,10,0,Debit order,Broker
X08323,F,33,NW,20200.0,FNB,1,1,Debit order,Broker
X08324,M,58,GP,17500.0,FNB,4,1,Stop order,Broker
X08325,M,44,KZN,20400.0,Other,1,0,Debit order,Broker
X08326,M,39,LP,6300.0,Standard,2,2,Stop order,Internal
X08327,M,47,GP,2300.0,FNB,9,0,Stop order,Internal
X08328,F,39,GP,20100.0,Capitec,1,0,Debit order,Broker
X08329,F,43,GP,36900.0,Standard,5,0,Debit order,Broker
X08330,F,59,GP,,,2,1,,Broker
X08331,M,36,WC,9600.0,ABSA,8,0,Debit order,Broker
X08332,F,33,WC,5000.0,Capitec,3,0,Debit order,Broker
X08333,F,35,EC,27800.0,Capitec,1,0,Debit order,Broker
X08334,F,50,WC,31300.0,Other,8,1,Debit order,Broker
X08335,Male,39,LP,70700.0,FNB,3,0,Stop order,Broker
X08336,M,47,FS,13200.0,Capitec,4,0,Debit order,Broker
X08337,M,46,NW,57500.0,FNB,2,1,Debit order,Internal
X08338,F,42,KZN,3800.0,Nedbank,3,1,Stop order,Internal
X08339,Male,49,EC,5400.0,Standard,1,1,Debit order,Internal
X08340,F,49,GP,4900.0,FNB,6,3,Debit order,Broker
X08341,F,44,KZN,,Standard,5,2,Debit order,Broker
X08342,F,43,GP,22200.0,ABSA,1,0,Debit order,Broker
X08343,M,47,KZN,41100.0,,3,2,,Broker
X08344,M,41,MP,28100.0,ABSA,3,0,Stop order,Broker
X08345,M,40,NW,77600.0,Standard,2,1,Stop order,Broker
X08346,F,37,WC,3800.0,Capitec,1,0,Debit order,Internal
X08347,M,53,KZN,10100.0,ABSA,2,1,Debit order,Broker
X08348,F,50,WC,6500.0,FNB,2,0,Debit order,Broker
X08349,Female,48,WC,44400.0,Standard,2,0,Debit order,Broker
X08350,F,58,WC,9800.0,Capitec,2,0,Debit order,Broker
X08351,F,40,GP,4800.0,FNB,1,1,Debit order,Internal
X08352,M,54,NC,20100.0,FNB,1,1,Debit order,Internal
X08353,M,40,GP,12900.0,Capitec,1,2,Debit order,Digital
X08354,F,47,GP,16900.0,Capitec,9,1,Debit order,Broker
X08355,Male,41,EC,10000.0,Standard,1,0,Debit order,Internal
X08356,M,47,MP,17500.0,Capitec,4,2,Debit order,Internal
X08357,M,46,EC,9800.0,FNB,2,1,Debit order,Internal
X08358,M,35,GP,12600.0,Capitec,2,2,Debit order,Internal
X08359,F,49,WC,8900.0,FNB,1,0,Stop order,Broker
X08360,F,39,GP,24400.0,FNB,2,1,Debit order,Internal
X08361,M,50,WC,,FNB,3,0,Debit order,Internal
X08362,M,29,NW,4800.0,Capitec,2,0,Debit order,Internal
X08363,F,45,NW,5900.0,Nedbank,2,1,Debit order,Broker
X08364,M,50,GP,12100.0,FNB,2,0,Stop order,Broker
X08365,M,50,NW,25900.0,Capitec,2,1,Debit order,Broker
X08366,Male,55,KZN,9900.0,Capitec,1,0,Debit order,Internal
X08367,F,48,GP,3700.0,Capitec,2,0,Debit order,Internal
X08368,M,43,GP,53700.0,ABSA,10,2,Debit order,Broker
X08369,M,41,GP,45000.0,Nedbank,4,2,Debit order,Internal
X08370,M,49,EC,15700.0,ABSA,7,2,Debit order,Internal
X08371,M,40,GP,,Capitec,2,1,Debit order,Broker
X08372,M,47,GP,78900.0,ABSA,1,1,Stop order,Broker
X08373,M,37,WC,3300.0,Capitec,6,0,Debit order,Broker
X08374,F,40,FS,4000.0,Standard,2,0,Debit order,Broker
X08375,M,53,EC,13900.0,ABSA,10,1,Debit order,Broker
X08376,F,44,LP,5600.0,FNB,1,1,Debit order,Internal
X08377,M,50,FS,55800.0,ABSA,4,0,Debit order,Broker
X08378,M,43,FS,5300.0,Standard,1,0,Debit order,Internal
X08379,M,35,LP,14100.0,Standard,2,1,Debit order,Broker
X08380,M,48,KZN,3700.0,FNB,1,0,Debit order,Broker
X08381,F,47,KZN,18600.0,Capitec,1,0,Debit order,Internal
X08382,M,46,WC,17000.0,Capitec,1,0,Debit order,Internal
X08383,M,53,EC,23200.0,FNB,5,0,Debit order,Digital
X08384,F,37,EC,16100.0,Capitec,1,1,Debit order,Internal
X08385,M,37,WC,22700.0,FNB,5,2,Debit order,Broker
X08386,M,39,KZN,48900.0,FNB,1,0,Stop order,Digital
X08387,F,39,EC,21000.0,FNB,1,2,Debit order,Internal
X08388,M,46,KZN,11300.0,Capitec,5,0,Debit order,Broker
X08389,M,55,WC,50300.0,Standard,2,5,Debit order,Broker
X08390,F,33,WC,15700.0,ABSA,6,0,Debit order,Internal
X08391,M,60,KZN,,Capitec,9,0,Debit order,Digital
X08392,F,37,GP,6100.0,Nedbank,1,2,Debit order,Broker
X08393,F,42,LP,2990000.0,Nedbank,1,0,Debit order,Digital
X08394,M,45,WC,7600.0,FNB,2,2,Debit order,Broker
X08395,F,53,EC,17100.0,ABSA,6,2,Stop order,Broker
X08396,M,54,EC,74800.0,FNB,2,3,Debit order,Broker
X08397,M,36,GP,3400.0,Capitec,1,0,Debit order,Broker
X08398,M,31,LP,8100.0,Capitec,1,0,Debit order,Internal
X08399,M,55,GP,84700.0,,5,1,,Broker
X08400,M,52,FS,39300.0,Standard,2,0,Debit order,Digital
X08401,F,60,KZN,21000.0,ABSA,2,1,Debit order,Broker
X08402,F,41,EC,4800.0,Nedbank,2,1,Debit order,Broker
X08403,Male,50,NC,41400.0,Standard,2,1,Debit order,Broker
X08404,M,42,WC,6600.0,Capitec,10,0,Debit order,Internal
X08405,F,48,GP,16800.0,Capitec,4,1,Debit order,Broker
X08406,M,52,EC,,Capitec,1,0,Debit order,Internal
X08407,F,46,WC,8200.0,Capitec,6,1,Debit order,Broker
X08408,M,41,NW,3500.0,Nedbank,4,5,Stop order,Broker
X08409,Male,60,LP,15400.0,Capitec,1,1,Debit order,Broker
X08410,M,48,WC,21300.0,Capitec,1,3,Debit order,Internal
X08411,F,49,WC,22600.0,ABSA,3,1,Stop order,Internal
X08412,F,42,KZN,4900.0,ABSA,2,0,Stop order,Internal
X08413,M,49,GP,7900.0,FNB,1,1,Debit order,Internal
X08414,M,51,KZN,8200.0,FNB,2,0,Stop order,Broker
X08415,M,52,MP,11900.0,Capitec,1,1,Debit order,Broker
X08416,M,51,MP,35100.0,Capitec,1,2,Debit order,Broker
X08417,M,50,MP,9200.0,ABSA,1,1,Debit order,Internal
X08418,M,46,KZN,5800.0,Capitec,3,0,Debit order,Internal
X08419,M,39,GP,25700.0,Other,1,0,Debit order,Broker
X08420,F,39,WC,19900.0,Capitec,1,0,Debit order,Broker
X08421,M,52,GP,67700.0,ABSA,2,0,Debit order,Broker
X08422,F,45,GP,5800.0,Capitec,2,2,Debit order,Internal
X08423,M,46,WC,66000.0,FNB,1,1,Stop order,Internal
X08424,M,45,WC,22900.0,Nedbank,7,4,Debit order,Internal
X08425,M,45,EC,15300.0,ABSA,2,2,Stop order,Broker
X08426,F,42,WC,5800.0,Capitec,1,2,Debit order,Broker
X08427,F,46,LP,28400.0,FNB,7,0,Debit order,Broker
X08428,M,46,GP,,,2,3,,Internal
X08429,M,52,GP,7800.0,FNB,10,0,Debit order,Broker
X08430,F,44,GP,2600.0,FNB,9,1,Debit order,Internal
X08431,M,47,WC,2800.0,Capitec,3,3,Debit order,Broker
X08432,M,57,LP,27200.0,Capitec,2,1,Debit order,Broker
X08433,M,55,EC,13900.0,Capitec,4,0,Debit order,Broker
X08434,F,37,GP,18300.0,Capitec,3,0,Debit order,Internal
X08435,F,53,NW,26100.0,Standard,2,1,Debit order,Internal
X08436,M,47,WC,,,5,1,,Broker
X08437,F,37,NC,62500.0,Nedbank,6,3,Stop order,Broker
X08438,M,48,KZN,9000.0,ABSA,1,0,Stop order,Internal
X08439,M,39,GP,3800.0,Capitec,1,1,Debit order,Broker
X08440,F,40,EC,12200.0,Standard,1,0,Debit order,Broker
X08441,F,37,WC,8600.0,Nedbank,3,0,Stop order,Internal
X08442,M,37,GP,31400.0,Nedbank,1,1,Stop order,Broker
X08443,M,50,NC,18900.0,Capitec,2,0,Debit order,Broker
X08444,F,42,GP,6900.0,Nedbank,1,0,Stop order,Internal
X08445,F,35,MP,8000.0,Capitec,2,0,Debit order,Broker
X08446,M,60,EC,6300.0,Nedbank,1,0,Stop order,Internal
X08447,F,58,MP,8600.0,Other,1,1,Stop order,Broker
X08448,F,40,WC,,Nedbank,3,1,Debit order,Internal
X08449,F,50,EC,8800.0,Capitec,3,1,Debit order,Broker
X08450,M,42,WC,12800.0,Standard,9,3,Debit order,Broker
X08451,F,41,KZN,6400.0,Capitec,2,2,Debit order,Internal
X08452,M,35,MP,,Capitec,4,0,Debit order,Internal
X08453,M,44,NW,11400.0,Nedbank,3,1,Debit order,Internal
X08454,F,45,NC,29600.0,FNB,1,1,Debit order,Broker
X08455,M,46,GP,36900.0,Capitec,1,1,Debit order,Broker
X08456,F,41,NW,14100.0,Nedbank,3,0,Stop order,Broker
X08457,Male,52,EC,17500.0,ABSA,3,0,Debit order,Internal
X08458,M,51,KZN,51900.0,Standard,6,2,Stop order,Broker
X08459,F,51,EC,15700.0,FNB,4,2,Debit order,Broker
X08460,M,41,GP,21000.0,Capitec,7,1,Debit order,Broker
X08461,F,38,WC,9900.0,Capitec,5,2,Debit order,Broker
X08462,M,42,WC,9200.0,ABSA,3,0,Stop order,Broker
X08463,F,38,GP,2100.0,Capitec,1,0,Debit order,Internal
X08464,M,44,GP,29000.0,Other,10,4,Debit order,Internal
X08465,F,59,LP,11400.0,Capitec,7,0,Debit order,Broker
X08466,Male,46,WC,21500.0,Nedbank,2,0,Debit order,Broker
X08467,F,44,NC,5700.0,Capitec,1,2,Debit order,Broker
X08468,F,48,MP,7100.0,Capitec,1,0,Debit order,Broker
X08469,F,39,GP,7600.0,Capitec,1,1,Debit order,Internal
X08470,M,55,GP,5100.0,ABSA,4,0,Stop order,Internal
X08471,M,44,KZN,,ABSA,2,1,Debit order,Broker
X08472,M,56,WC,,,9,0,,Broker
X08473,F,41,WC,7500.0,FNB,1,0,Stop order,Broker
X08474,M,38,GP,11300.0,Nedbank,2,1,Debit order,Internal
X08475,M,44,LP,3000.0,Capitec,4,1,Debit order,Broker
X08476,M,51,KZN,16700.0,Capitec,2,0,Debit order,Broker
X08477,Male,46,WC,,FNB,4,1,Debit order,Internal
X08478,M,50,EC,5000.0,Capitec,3,0,Debit order,Broker
X08479,F,47,FS,5300.0,Capitec,3,0,Debit order,Broker
X08480,M,56,FS,9400.0,Capitec,5,1,Debit order,Broker
X08481,F,38,NC,5700.0,Capitec,1,5,Debit order,Internal
X08482,F,54,WC,9500.0,FNB,1,0,Stop order,Internal
X08483,F,37,WC,19100.0,ABSA,1,0,Stop order,Internal
X08484,M,36,WC,86100.0,Standard,4,1,Debit order,Broker
X08485,Male,50,MP,,Standard,2,0,Debit order,Internal
X08486,M,45,MP,6600.0,Standard,1,0,Stop order,Digital
X08487,F,39,EC,14900.0,FNB,5,1,Debit order,Broker
X08488,M,45,GP,36800.0,Capitec,1,3,Debit order,Broker
X08489,M,42,EC,32900.0,Capitec,5,0,Debit order,Broker
X08490,M,47,KZN,7100.0,Capitec,2,1,Debit order,Internal
X08491,M,34,EC,8700.0,FNB,2,1,Debit order,Internal
X08492,M,47,NW,15100.0,Nedbank,1,0,Debit order,Internal
X08493,F,35,NW,9400.0,Capitec,1,1,Debit order,Internal
X08494,F,45,LP,3400.0,FNB,1,1,Debit order,Internal
X08495,M,66,GP,31400.0,FNB,1,0,Debit order,Broker
X08496,F,40,NW,20000.0,FNB,2,0,Debit order,Internal
X08497,F,56,MP,22600.0,Capitec,2,4,Debit order,Broker
X08498,M,36,FS,2600.0,Capitec,4,1,Debit order,Internal
X08499,F,30,NW,5600.0,Nedbank,1,1,Stop order,Broker
X08500,M,46,GP,20800.0,Capitec,4,0,Debit order,Broker
X08501,M,46,WC,,ABSA,2,0,Debit order,Digital
X08502,M,40,EC,11800.0,Capitec,1,2,Debit order,Internal
X08503,M,37,KZN,15500.0,Capitec,2,1,Debit order,Internal
X08504,Male,37,GP,13500.0,Capitec,2,0,Debit order,Broker
X08505,M,52,WC,71800.0,FNB,1,0,Stop order,Broker
X08506,F,42,EC,5300.0,Capitec,1,4,Debit order,Broker
X08507,M,37,GP,8500.0,Standard,1,0,Debit order,Broker
X08508,F,39,WC,6600.0,FNB,10,0,Stop order,Broker
X08509,M,52,GP,47200.0,FNB,5,0,Debit order,Broker
X08510,F,48,FS,48500.0,FNB,4,1,Stop order,Broker
X08511,M,49,WC,14900.0,Capitec,4,2,Debit order,Internal
X08512,M,48,WC,2800.0,FNB,2,0,Debit order,Broker
X08513,F,51,KZN,21700.0,FNB,1,0,Debit order,Internal
X08514,M,39,WC,18600.0,Capitec,1,1,Debit order,Broker
X08515,F,31,KZN,42700.0,FNB,5,0,Stop order,Broker
X08516,M,39,KZN,,Capitec,4,4,Debit order,Internal
X08517,Female,40,LP,6600.0,FNB,2,0,Stop order,Broker
X08518,M,52,WC,32400.0,Standard,4,0,Debit order,Internal
X08519,F,50,MP,,ABSA,4,0,Debit order,Broker
X08520,M,61,MP,59700.0,Standard,2,0,Stop order,Broker
X08521,F,37,KZN,11300.0,Capitec,3,1,Debit order,Internal
X08522,F,39,LP,5200.0,Nedbank,2,0,Debit order,Broker
X08523,M,52,GP,40600.0,Standard,4,0,Stop order,Internal
X08524,F,49,NC,4800.0,Standard,2,2,Debit order,Internal
X08525,F,41,NW,23800.0,Capitec,5,0,Debit order,Broker
X08526,M,42,GP,2800.0,Capitec,4,0,Debit order,Internal
X08527,M,43,EC,,Capitec,4,0,Debit order,Internal
X08528,F,32,LP,5400.0,Standard,1,0,Debit order,Broker
X08529,F,47,MP,5100.0,Capitec,2,1,Debit order,Internal
X08530,F,45,EC,3200.0,FNB,3,2,Stop order,Broker
X08531,Male,38,WC,,Standard,1,2,Debit order,Broker
X08532,F,44,LP,88100.0,Standard,1,0,Stop order,Broker
X08533,F,50,EC,47900.0,ABSA,4,1,Debit order,Broker
X08534,M,30,EC,3000.0,Capitec,2,1,Debit order,Internal
X08535,M,27,KZN,30100.0,Nedbank,9,1,Stop order,Broker
X08536,Male,39,GP,8100.0,Capitec,10,0,Debit order,Broker
X08537,M,52,WC,6400.0,Capitec,10,3,Debit order,Broker
X08538,M,48,EC,12600.0,FNB,3,3,Debit order,Broker
X08539,F,51,GP,16200.0,Nedbank,3,2,Debit order,Internal
X08540,M,39,WC,3900.0,Capitec,3,2,Debit order,Internal
X08541,M,43,GP,2700.0,Capitec,9,1,Debit order,Broker
X08542,M,54,EC,27700.0,ABSA,5,1,Debit order,Digital
X08543,M,46,KZN,2400.0,Capitec,1,0,Debit order,Broker
X08544,Male,66,KZN,8100.0,Capitec,5,2,Debit order,Broker
X08545,F,40,KZN,2200.0,FNB,3,0,Stop order,Internal
X08546,F,41,GP,13200.0,Capitec,7,4,Debit order,Internal
X08547,M,45,GP,3900.0,Capitec,10,2,Debit order,Broker
X08548,M,47,LP,10300.0,Other,10,1,Stop order,Internal
X08549,M,48,KZN,2100.0,ABSA,6,1,Debit order,Broker
X08550,M,36,GP,13500.0,FNB,3,4,Debit order,Broker
X08551,M,38,GP,8600.0,ABSA,1,0,Debit order,Broker
X08552,M,44,WC,5400.0,Capitec,5,1,Debit order,Broker
X08553,M,54,NC,3100.0,ABSA,5,1,Stop order,Broker
X08554,M,52,WC,9200.0,Capitec,3,0,Debit order,Broker
